Name,Salary,Projected,Scored,Override
Josh McRoberts,302.209550221,8.03493724243,8.72554307999,0.0
Josh Richardson,354.469998155,11.1337974452,12.1852453435,0.0
Jrue Holiday,251.241262427,16.3346633851,16.3818643287,0.0
Juancho Hernangomez,19.7948663722,4.8002638703,8.41987444766,0.0
Julius Randle,289.484951917,10.6977235508,13.6573125937,0.0
Justin Anderson,206.927883419,2.02260417768,7.37003228531,0.0
Justin Hamilton,263.091982592,5.95951662923,9.35618320958,0.0
Justin Holiday,365.803560532,3.12489553132,7.56734391167,0.0
Justise Winslow,257.650292974,12.3048237165,13.7118822299,0.0
Jusuf Nurkic,848.470412458,5.67459141746,10.9446660198,0.0
K.J. McDaniels,0.0,3.92407008906,6.10236990355,0.0
Karl-Anthony Towns,342.679264056,2.44149239327,11.6300416125,0.0
Kawhi Leonard,448.618841834,3.26272554993,8.7572664863,0.0
Kay Felder,21.0707054941,2.16198053434,4.48700260631,0.0
Kelly Olynyk,557.349349934,8.94275299925,11.0531787973,0.0
Kelly Oubre Jr.,177.584435929,4.14111987467,9.85289138269,0.0
Kemba Walker,332.608736248,4.13302676063,9.39550478708,0.0
Kenneth Faried,412.142238177,3.69803972341,12.0116185251,0.0
Kent Bazemore,244.248117408,8.45864720211,11.657195378,0.0
Kentavious Caldwell-Pope,379.826903499,6.51441632538,11.5750388068,0.0
Kevin Durant,397.370694793,2.76111809822,9.61769693162,0.0
Kevin Love,361.579808226,4.17775091986,10.4991694024,0.0
Kevin Seraphin,54.8095031236,4.05432082941,8.23751993587,0.0
Kevon Looney,0.0,3.25800501561,5.61074740345,0.0
Khris Middleton,0.0,0.0,0.0,0.0
Klay Thompson,245.256660588,2.23101124188,10.9493727308,0.0
Kosta Koufos,127.775313,3.25085719308,7.28855686844,0.0
Kris Dunn,772.935364707,6.65954948107,8.00487440154,0.0
Kris Humphries,0.0,2.9866569667,7.74383230549,0.0
Kristaps Porzingis,385.110638754,2.4692817761,10.4547323529,0.0
Kyle Anderson,287.042883593,5.35818918218,7.61594043824,0.0
Kyle Korver,206.189926316,5.91817202887,8.56550986128,0.0
Kyle Lowry,289.99266315,4.22357414355,8.34447172284,0.0
Kyle O'Quinn,477.134302746,5.36849059469,11.5888493204,0.0
Kyle Singler,0.0,2.95592010252,3.54453367478,0.0
Kyle Wiltjer,0.0,0.38333156028,1.0352283299,0.0
Kyrie Irving,212.356157012,8.34647707075,10.3297124757,0.0
LaMarcus Aldridge,367.471714548,10.2412852332,11.9090636858,0.0
Lance Stephenson,491.241978376,7.05628299251,13.1634901347,0.0
Lance Thomas,43.5187034621,4.46346500342,5.74690688767,0.0
Langston Galloway,401.524245167,4.77597786375,10.2347493505,0.0
Larry Nance Jr.,499.587530778,6.66174340224,10.1545447891,0.0
Lavoy Allen,19.7948663722,2.06805613156,4.14389149649,0.0
LeBron James,299.682707473,11.2476301098,16.5152125721,0.0
Leandro Barbosa,61.8094504365,3.73123714232,8.72277104445,0.0
Livio Jean-Charles,0.0,0.0,0.0,0.0
Lou Williams,859.492968048,5.38352392391,10.8467100127,0.0
Louis Amundson,0.0,0.0,0.0,0.0
Luc Richard Mbah a Moute,85.1409395757,2.60017895773,6.15157189137,0.0
Lucas Nogueira,445.943099764,8.36974387832,11.1306265157,0.0
Luis Scola,159.83082844,3.33328115901,8.50791049922,0.0
Luke Babbitt,62.0730313783,6.29294617741,6.23068443844,0.0
Luol Deng,429.421140285,3.11575927104,8.81973558839,0.0
Malachi Richardson,0.0,0.346408747592,0.692820323028,0.0
Malcolm Brogdon,168.54019432,4.12233159484,7.14827434329,0.0
Malcolm Delaney,0.0,3.20073139601,4.87029731314,0.0
Malik Beasley,0.0,2.33816254389,4.02662060162,0.0
Manu Ginobili,253.066301967,5.86955524068,8.3985392178,0.0
Marc Gasol,594.96378079,10.6707743693,14.8296002556,0.0
Marcelo Huertas,174.471348858,4.42837420655,7.50879986893,0.0
Marcin Gortat,341.805380113,2.26090025249,8.17842986006,0.0
Marco Belinelli,280.989505215,4.26524827614,8.2357111882,0.0
Marcus Morris,316.871014482,3.57268360969,7.53063752336,0.0
Marcus Smart,405.284244881,9.90667042813,10.7493814765,0.0
Marcus Thornton,566.4705543,4.41723760051,7.59767317546,0.0
Mario Hezonja,207.113320677,4.7397985237,6.29237520108,0.0
Markel Brown,0.0,0.0,0.0,0.0
Markieff Morris,380.033052211,3.5234242238,10.1273294571,0.0
Marquese Chriss,124.539969815,3.27891096903,7.08185378705,0.0
Marreese Speights,232.677406531,2.79747332062,9.31454863783,0.0
Marshall Plumlee,0.0,1.47834159704,2.72273122179,0.0
Marvin Williams,392.293101585,11.116698629,11.4275178086,0.0
Mason Plumlee,428.47624646,1.89222603224,9.02379609017,0.0
Matt Barnes,297.856286398,4.77617204763,11.4823111518,0.0
Matthew Dellavedova,300.530931153,2.35434465276,7.13740233399,0.0
Maurice Harkless,521.595145163,5.55363316845,9.66466942427,0.0
Maurice Ndour,0.0,2.83389645945,3.2387324303,0.0
Metta World Peace,0.0,1.59156819149,2.97670316039,0.0
Meyers Leonard,168.43921157,4.17437027057,9.08926729028,0.0
Michael Beasley,243.881653409,3.07374960242,8.13777794927,0.0
Michael Carter-Williams,218.797487247,5.5546277269,5.21606518296,0.0
Michael Gbinije,0.0,0.684204462574,0.789972983863,0.0
Michael Kidd-Gilchrist,351.695601221,5.60233036061,9.67505734835,0.0
Mike Conley,245.77884331,16.7711715954,19.7971424115,0.0
Mike Dunleavy,58.1606726902,3.6826586648,5.099123168,0.0
Mike Miller,0.0,1.91769913156,2.82831889205,0.0
Mike Muscala,417.260257452,3.86351803307,6.17475108975,0.0
Mike Scott,0.0,1.8227272681,2.6331869416,0.0
Miles Plumlee,64.3060316027,5.7220430796,6.61937939499,0.0
Mindaugas Kuzminskas,0.0,2.5731151929,5.37900301816,0.0
Mirza Teletovic,396.067627076,3.60478769132,8.68583443353,0.0
Mo Williams,0.0,0.0,0.0,0.0
Monta Ellis,469.198187097,7.00602709626,10.7620080062,0.0
Montrezl Harrell,138.3156017,5.11653429842,10.1666902831,0.0
Myles Turner,476.963182595,7.12633808703,11.6884121929,0.0
Nemanja Bjelica,209.694137271,4.20310489759,10.846915926,0.0
Nene Hilario,372.432106241,5.63912994396,7.96417482692,0.0
Nerlens Noel,40.4061017821,0.0,1.97948663722,0.0
Nick Collison,0.0,2.22130875581,1.73508716849,0.0
Nick Young,447.2135955,9.71029242072,11.4012026288,0.0
Nicolas Batum,206.664472229,7.33474266482,11.3434148837,0.0
Nicolas Brussino,0.0,2.81583890854,5.01963123098,0.0
Nicolas Laprovittola,0.0,3.74792990144,6.67633662608,0.0
Nik Stauskas,369.356859684,5.42599644192,7.51818204252,0.0
Nikola Jokic,786.103799554,10.7008620671,14.5282483459,0.0
Nikola Mirotic,440.804390448,4.05859205927,10.9926635754,0.0
Nikola Pekovic,0.0,0.0,0.0,0.0
Nikola Vucevic,274.507649205,9.70112161729,14.1765292614,0.0
Noah Vonleh,19.0625877093,4.14612772624,6.05205407201,0.0
Norman Powell,366.094008002,6.1792092496,10.6179993625,0.0
Omer Asik,70.33640347,2.40982181426,6.96064676005,0.0
Omri Casspi,288.160952757,6.66744688768,9.27581890328,0.0
Otto Porter,745.641117649,4.33608207135,13.4474734081,0.0
P.J. Tucker,452.187427277,6.26844414508,10.6618909377,0.0
Pascal Siakam,159.731601123,3.45437455209,6.07816075146,0.0
Pat Connaughton,0.0,1.7303346905,2.33067383628,0.0
Patricio Garino,0.0,0.0,0.0,0.0
Patrick Beverley,156.875520965,12.2168470762,14.0536427977,0.0
Patrick McCaw,0.0,4.77691817071,6.31993303323,0.0
Patrick Patterson,238.19653367,3.03141097218,6.17547769996,0.0
Patty Mills,360.235344665,3.62253797537,7.23392538104,0.0
Pau Gasol,513.07375771,7.10120775613,11.6362143728,0.0
Paul George,244.114392723,18.8641028022,19.377516953,0.0
Paul Millsap,298.294471683,13.5234779128,16.7537202692,0.0
Paul Pierce,0.0,3.71266940657,3.4597687784,0.0
Paul Zipser,0.0,1.19528142922,1.45678742785,0.0
Phil Pressey,0.0,0.0,0.0,0.0
Quincy Acy,0.0,2.53621048739,3.0115218859,0.0
Quincy Pondexter,0.0,0.0,0.0,0.0
R.J. Hunter,0.0,0.180227446209,0.257730713678,0.0
Rajon Rondo,429.662575841,12.978565137,15.702658079,0.0
Rakeem Christmas,0.0,0.982244493442,1.55982730598,0.0
Ramon Sessions,251.49349811,2.21632363363,4.80843221936,0.0
Randy Foye,0.0,5.76123963445,7.5853118935,0.0
Rashad Vaughn,20.6184570942,4.58604579552,8.50309690671,0.0
Raul Neto,0.0,2.22124561488,4.29586892211,0.0
Raymond Felton,229.426970284,3.92168880739,6.57414540112,0.0
Reggie Bullock,0.0,2.74099025934,3.66551383906,0.0
Reggie Jackson,342.403006711,9.89088707138,8.9158596215,0.0
Reggie Williams,0.0,0.0,0.0,0.0
Richard Jefferson,42.1414109883,2.69723121678,5.12879828825,0.0
Richaun Holmes,306.394436993,6.21992629394,10.1339699496,0.0
Ricky Rubio,498.4372742,10.6409961856,11.4772941124,0.0
Robert Covington,396.227104534,8.73018175466,12.5327082273,0.0
Robin Lopez,499.201490041,3.64646102601,7.18977184262,0.0
Rodney Hood,251.558408035,10.694340567,12.1996737996,0.0
Rodney McGruder,380.63319962,6.20752538686,8.12665053879,0.0
Rodney Stuckey,333.784728377,8.10159151913,10.8250748218,0.0
Ron Baker,0.0,2.06642153473,3.08987814303,0.0
Rondae Hollis-Jefferson,291.853977121,7.06198513236,11.3063190403,0.0
Roy Hibbert,318.003978925,6.41696445497,8.81391525038,0.0
Rudy Gay,328.260722659,7.63418066651,13.6895834077,0.0
Rudy Gobert,372.832511502,3.03699593785,9.75382708772,0.0
Russell Westbrook,555.56501174,4.63442247008,13.4348267587,0.0
Ryan Anderson,564.163222697,2.859481894,8.14071039776,0.0
Ryan Arcidiacono,0.0,0.0,0.0,0.0
Ryan Kelly,0.0,1.74618956952,2.6795216275,0.0
Salah Mejri,262.421889763,5.30836994654,9.28212267848,0.0
Sam Dekker,338.305120579,4.46870233199,6.64639259858,0.0
Sasha Vujacic,0.0,3.23111025336,4.88725957183,0.0
Sean Kilpatrick,841.324008309,5.98163317656,12.2022806136,0.0
Semaj Christon,0.0,3.56310078921,5.22265760722,0.0
Serge Ibaka,385.952427144,3.28596889114,9.98319194535,0.0
Sergio  Rodriguez,0.0,0.0,0.0,0.0
Sergio Rodriguez,608.451120434,7.86640919461,11.7703912394,0.0
Seth Curry,821.993770576,8.94440741112,11.1791306009,0.0
Shabazz Muhammad,20.1940936523,3.92650675781,5.83884301604,0.0
Shabazz Napier,0.0,2.98770974223,5.00043673844,0.0
Shaun Livingston,187.867287326,2.83029018546,4.31766732521,0.0
Sheldon McClellan,0.0,4.46276693271,5.17843447143,0.0
Shelvin Mack,527.698120257,4.37832229541,7.34892745194,0.0
Skal Labissiere,0.0,2.3580706053,2.32589679874,0.0
Solomon Hill,184.832074943,2.65325552043,7.14694399352,0.0
Spencer Dinwiddie,0.0,0.0,5.34048999,0.0
Spencer Hawes,497.569603376,4.96863626015,10.6743828383,0.0
Stanley Johnson,266.166574818,3.59720481816,7.2020243928,0.0
Stephen Curry,337.589717699,2.95986394453,8.26908870761,0.0
Stephen Zimmerman Jr.,0.0,1.16509698326,1.42629370239,0.0
Steve Novak,0.0,0.846040393732,0.257730713678,0.0
Steven Adams,334.934099584,2.01501170297,8.02621342542,0.0
T.J. McConnell,252.788529835,2.46351413179,8.39925895662,0.0
T.J. Warren,706.240405389,16.3070303306,17.1342240167,0.0
Taj Gibson,420.21186821,2.61054405215,7.68423249765,0.0
Tarik Black,83.0918934272,5.30547427688,7.00404195972,0.0
Taurean Prince,0.0,4.83616333007,6.7287079149,0.0
Terrence Jones,705.900577945,6.47440916666,11.3998359386,0.0
Terrence Ross,247.397804677,2.26275388451,9.15680481763,0.0
Terry Rozier,293.879649222,4.0164118765,6.8315600536,0.0
Thabo Sefolosha,320.102024552,6.71129518812,10.2531727295,0.0
Thaddeus Young,350.020407568,4.41250867606,9.80672405723,0.0
Thomas Robinson,91.1146903219,4.44642662297,7.11161882359,0.0
Thon Maker,0.0,1.90724112153,3.05093634158,0.0
Tiago Splitter,0.0,0.0,0.0,0.0
Tim Frazier,500.135728184,5.99708028508,13.6033971225,0.0
Tim Hardaway Jr.,272.554057548,3.92825814855,7.62180009805,0.0
Tim Quarterman,0.0,1.81249479625,2.13527492882,0.0
Timofey Mozgov,414.044157838,3.68864213264,7.025224095,0.0
Timothe Luwawu-Cabarrot,0.0,2.28125400531,3.64881865143,0.0
Tobias Harris,263.747216608,3.07395454275,9.30108493647,0.0
Tomas Satoransky,435.346494241,6.74303940987,7.94136118001,0.0
Toney Douglas,206.559111798,4.11153499316,0.645497224368,0.0
Tony Allen,405.616674802,9.67193829317,12.3033705176,0.0
Tony Parker,249.2186371,9.7474598164,10.4927153048,0.0
Tony Snell,170.591468941,4.17885031458,6.98618374258,0.0
Treveon Graham,0.0,1.91498707834,2.50008163132,0.0
Trevor Ariza,227.497954164,2.01594244367,7.52263133947,0.0
Trevor Booker,543.987780482,7.21124998713,11.4553744533,0.0
Trey Burke,124.489294885,3.1609151124,6.04733741866,0.0
Trey Lyles,549.196072938,2.69178644876,6.86172465974,0.0
Tristan Thompson,238.565125781,3.60500735265,9.47884174377,0.0
Troy Daniels,573.733768751,9.35923786877,12.1950007375,0.0
Troy Williams,525.489070483,8.84965478104,9.84125987502,0.0
Ty Lawson,838.988701245,5.99791561073,9.51714886134,0.0
Tyler Ennis,0.0,3.40091724694,4.65540132801,0.0
Tyler Johnson,439.182914801,6.6272271297,8.97322547974,0.0
Tyler Ulis,0.0,4.65152976373,7.5811931644,0.0
Tyler Zeller,495.923095159,6.75625823623,9.92853452793,0.0
Tyreke Evans,166.410058868,0.0,0.0,0.0
Tyson Chandler,264.467119209,11.7222635134,14.6517394663,0.0
Tyus Jones,272.855922805,4.98454289858,9.68298482057,0.0
Udonis Haslem,0.0,1.72822315264,2.23848527503,0.0
Victor Oladipo,509.414905651,8.01046999932,12.8398309516,0.0
Vince Carter,401.655698517,9.09074361408,10.721730517,0.0
Wade Baldwin IV,147.579771102,6.60937157447,9.3242707429,0.0
Walter Tavares,0.0,1.71444062792,1.67829278336,0.0
Wayne Ellington,592.662618689,10.0319335349,11.8414526136,0.0
Wesley Johnson,19.7948663722,4.15384501494,6.75304919791,0.0
Wesley Matthews,276.727328221,4.0866823146,10.4987123493,0.0
Will Barton,713.302180005,14.5347253493,15.0274442815,0.0
Willie Cauley-Stein,204.040812244,3.46164533252,6.04603091258,0.0
Willie Reed,98.9743318611,4.93047555764,7.902053466,0.0
Willy Hernangomez,34.1565025532,6.38119724921,12.1884080858,0.0
Wilson Chandler,881.242165981,11.1627830339,15.7987147501,0.0
Yogi Ferrell,0.0,4.76731099823,7.48598690889,0.0
Zach LaVine,275.185301851,6.78385127494,11.0990862828,0.0
Zach Randolph,336.269122991,12.5490826703,13.2646373233,0.0
Zaza Pachulia,271.968412681,5.48006875363,8.9643430156,0.0
